sector,price,super_area,bedrooms,bathroom,balcony,age_possession,servant_room,luxury_category,parking,building_type
sector 104,1.85,1420.0,3,3,3,under construction,0,medium,0,high-rise
sector 86,1.95,1930.0,3,3,3+,5 to 10 year old,1,medium,2,mid-rise
sector 104,3.1,1982.0,3,3,3+,under construction,1,medium,1,high-rise
sector 106,2.75,2318.75,3,3,3,0 to 1 year old,0,medium,2,high-rise
sector 108,0.95,916.9508,3,2,2,0 to 1 year old,0,medium,1,mid-rise
sector 102,2.5,1942.0,3,4,3+,5 to 10 year old,1,medium,1,high-rise
sector 104,2.0,1550.0,2,2,2,1 to 5 year old,0,medium,2,high-rise
sector 90,1.85,1930.0,3,3,3+,1 to 5 year old,1,medium,1,mid-rise
sector 37d,1.08,1380.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 53,4.25,2109.0,3,5,3,1 to 5 year old,1,medium,1,mid-rise
sector 93,1.85,1966.7,3,3,3,under construction,0,low,0,low-rise
sector 79,1.4,1615.9599999999998,2,2,2,under construction,1,medium,1,low-rise
sector 51,3.5,3124.0,4,4,3+,5 to 10 year old,1,low,3,mid-rise
sector 66,3.25,2388.44,4,3,3+,10+ year old,0,medium,2,mid-rise
sector 95,1.5,1910.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 103,1.55,1991.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 111,4.1,2276.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
sector 79,1.31,1138.0,3,2,2,under construction,1,medium,1,low-rise
sector 48,2.95,1776.0,3,3,3+,10+ year old,1,medium,1,mid-rise
sector 83,1.69,2175.0,3,2,3,5 to 10 year old,0,medium,1,mid-rise
sector 89,2.5,1575.0,2,2,2,under construction,0,medium,1,high-rise
sector 103,3.5,1660.0,2,2,2,under construction,0,high,2,high-rise
sector 70a,0.7,849.9125999999999,2,2,2,0 to 1 year old,0,medium,1,mid-rise
sector 69,2.4,2312.5,3,4,2,1 to 5 year old,0,medium,1,mid-rise
sector 49,3.05,1805.0,3,3,3,5 to 10 year old,0,high,2,mid-rise
sector 93,0.9,917.036,3,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 89 a,2.55,2150.0,3,4,3,0 to 1 year old,1,medium,2,mid-rise
sector 83,1.73,1735.0,3,2,1,5 to 10 year old,0,medium,1,mid-rise
sector 110 a,2.0,1887.18,3,2,0,5 to 10 year old,0,low,0,mid-rise
sector 69,3.45,2087.0,4,4,2,5 to 10 year old,0,medium,2,mid-rise
sector 89,1.4,1698.32,2,2,3,under construction,1,medium,1,low-rise
sector 67,4.5,2527.0,3,3,3,1 to 5 year old,1,medium,2,high-rise
sector 79,1.9,2115.7999999999997,3,3,2,1 to 5 year old,0,medium,2,mid-rise
sector 104,0.75,886.0799999999999,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 90,0.72,690.0,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 90,0.42,418.0,1,1,1,1 to 5 year old,0,medium,0,mid-rise
sector 69,2.37,1704.0,3,3,3+,0 to 1 year old,0,high,1,high-rise
sector 90,0.78,700.0,2,1,1,1 to 5 year old,0,medium,2,mid-rise
sector 90,0.7,626.0,2,2,1,1 to 5 year old,0,medium,0,mid-rise
sector 49,3.45,1955.0,3,4,3+,1 to 5 year old,1,high,2,mid-rise
sector 109,2.6,2836.0,4,3,1,5 to 10 year old,1,high,2,mid-rise
sector 37d,4.0,3724.66,3,3,3,under construction,0,high,2,high-rise
sector 107,0.5,738.4,1,1,2,1 to 5 year old,0,medium,2,mid-rise
sector 84,3.1,3834.0,4,4,2,0 to 1 year old,0,low,0,low-rise
sector 86,1.69,1690.0,3,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 89,1.85,1559.16,2,2,2,under construction,0,high,1,high-rise
sector 54,8.45,3160.0,4,6,3+,1 to 5 year old,1,high,4,mid-rise
sector 58,7.8,2864.0,4,5,3+,5 to 10 year old,1,high,0,high-rise
sector 65,2.42,1350.0,3,3,3,1 to 5 year old,0,high,1,mid-rise
sector 102,3.4,3198.0,4,5,3+,1 to 5 year old,1,high,3,high-rise
sector 102,1.35,915.0,2,2,2,0 to 1 year old,0,medium,2,high-rise
block s sector 49,4.25,2383.0,4,5,3+,10+ year old,1,high,1,mid-rise
sector 71,0.53,461.6562,1,1,2,1 to 5 year old,0,low,1,low-rise
sector 71,0.84,639.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 71,0.83,600.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 79,2.2,2179.7,3,3,2,under construction,0,medium,1,low-rise
sector 66,6.5,3300.0,3,5,2,1 to 5 year old,1,medium,2,mid-rise
sector 67a,2.35,1727.0,3,3,2,1 to 5 year old,0,medium,2,mid-rise
sector 58,5.0,2427.0,3,4,2,1 to 5 year old,1,medium,0,high-rise
sector-33 sohna,1.8,1789.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sohna,1.85,1777.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 81,1.24,1136.0,2,2,3,0 to 1 year old,0,medium,1,low-rise
sector 83,2.53,1900.0,3,4,3,5 to 10 year old,1,medium,1,mid-rise
sector 84,1.45,1825.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 66,2.3,1287.0,2,2,2,5 to 10 year old,0,medium,1,mid-rise
sector 79,1.48,1138.0,3,2,2,under construction,0,medium,1,low-rise
sector 66,3.75,1950.0,3,3,2,5 to 10 year old,1,medium,2,mid-rise
sector 79,1.29,1300.0,2,2,2,under construction,1,medium,1,low-rise
sector 1a imt manesar,1.39,1845.0,3,4,2,1 to 5 year old,1,medium,1,mid-rise
sector 79,1.25,1300.0,2,2,2,under construction,1,high,1,low-rise
sector 62,3.45,1996.0,3,3,2,1 to 5 year old,0,medium,2,high-rise
sector 109,2.7,1955.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 84,2.1,2595.0,4,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 83,1.72,1735.0,3,2,2,5 to 10 year old,0,medium,1,mid-rise
sector 63a,2.65,2519.08,3,3,2,0 to 1 year old,0,low,2,low-rise
sector 102,3.85,2554.0,4,5,3+,1 to 5 year old,1,high,2,high-rise
dlf phase 1,2.1,1803.4,2,2,2,1 to 5 year old,1,medium,1,mid-rise
sector 43,2.15,1335.0,3,3,3+,10+ year old,0,medium,1,mid-rise
sector 77,1.65,1450.0,3,4,3,1 to 5 year old,1,high,1,mid-rise
sector 85,1.7,1675.0,3,3,3,5 to 10 year old,0,medium,2,mid-rise
sohna,0.8,742.66,2,2,2,under construction,0,low,1,low-rise
sector 92,1.5,1689.8,3,2,3,under construction,0,medium,1,low-rise
sector 82,3.4,3128.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 37d,1.55,1675.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 65,17.0,4550.0,4,5,3,under construction,1,medium,3,high-rise
sector 79,2.3,2179.7,3,3,2,under construction,0,low,1,low-rise
nirvana country,3.0,2665.3399999999997,4,4,3,10+ year old,1,medium,0,mid-rise
sector 49,3.2,2957.8599999999997,3,3,3+,5 to 10 year old,1,medium,1,mid-rise
sector 69,2.25,1578.0,3,3,2,1 to 5 year old,0,high,1,mid-rise
gwal pahari,1.65,1713.75,2,2,3,1 to 5 year old,0,medium,2,mid-rise
sector 83,1.05,1050.0,2,2,3,5 to 10 year old,0,high,1,mid-rise
sector 48,4.0,2641.2,3,3,3+,10+ year old,1,medium,1,mid-rise
sector 95a,0.62,768.2199999999999,2,2,2,1 to 5 year old,0,low,0,mid-rise
sector 79,2.05,2210.94,3,3,2,under construction,0,low,1,low-rise
sohna,0.7,914.48,2,2,3,1 to 5 year old,0,medium,0,mid-rise
sector 49,2.4,1773.0,3,3,3+,5 to 10 year old,0,medium,1,mid-rise
sector 102,6.5,7100.0,5,6,0,1 to 5 year old,1,medium,2,mid-rise
sector 59,5.0,2095.0,3,3,3+,0 to 1 year old,1,high,3,high-rise
sector 37d,2.2,1811.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 102,1.7,1215.0,2,2,2,0 to 1 year old,0,medium,1,high-rise
sector 102,2.9,2160.0,4,4,3+,0 to 1 year old,0,high,1,high-rise
sector 99,1.6,1770.0,3,3,3+,0 to 1 year old,0,medium,2,mid-rise
sector 104,3.72,3150.0,4,4,3+,1 to 5 year old,1,high,3,high-rise
sector 113,3.1,2215.0,3,3,3,1 to 5 year old,0,medium,3,high-rise
sector 109,3.45,2925.0,4,5,2,0 to 1 year old,1,high,3,mid-rise
sector 113,3.0,2225.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 109,2.25,1590.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 109,2.4,2430.0,3,4,3,1 to 5 year old,1,medium,2,mid-rise
sector 109,4.0,2925.0,4,5,3+,0 to 1 year old,1,medium,2,mid-rise
sector 109,2.0,1750.0,3,3,3+,1 to 5 year old,0,high,2,high-rise
sector 106,1.65,1900.0,3,4,3+,1 to 5 year old,1,medium,2,high-rise
sector 106,1.45,1385.0,2,2,3+,0 to 1 year old,0,high,2,mid-rise
sector 108,1.38,1283.0,2,2,2,1 to 5 year old,1,medium,2,mid-rise
sector 112,3.5,2560.0,3,4,3+,1 to 5 year old,1,medium,1,high-rise
sector 67,6.29,3300.0,4,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 54,12.0,3065.0,4,4,3+,5 to 10 year old,1,high,2,high-rise
sector 65,2.0,1040.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 84,2.18,2067.0,3,3,3,1 to 5 year old,1,medium,1,high-rise
sector 61,3.0,1795.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 67,3.85,2350.0,4,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 102,2.12,1689.0,3,3,3,1 to 5 year old,0,medium,2,high-rise
sector 65,2.6,1516.0,2,2,3,0 to 1 year old,0,medium,1,high-rise
sector 65,2.25,1261.0,2,2,3,0 to 1 year old,0,medium,1,high-rise
sector 37d,1.1,1285.0,3,3,2,1 to 5 year old,0,medium,1,mid-rise
sector 88a,2.3,1910.0,3,3,3+,1 to 5 year old,0,high,1,high-rise
sector 48,2.8,1776.0,3,3,3+,5 to 10 year old,1,medium,1,mid-rise
sector 37c,1.55,1820.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 109,2.15,1750.0,3,3,3+,1 to 5 year old,0,high,2,high-rise
sector 108,4.0,2072.0,3,3,3,0 to 1 year old,0,high,1,mid-rise
sector 104,2.38,1700.0,2,3,3,1 to 5 year old,1,medium,2,high-rise
sector 102,3.25,2579.0,3,3,3+,1 to 5 year old,1,medium,1,high-rise
sector 37c,1.25,1578.0,2,3,3+,1 to 5 year old,0,medium,2,high-rise
sector 83,1.5,1420.0,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 68,1.6,1270.0,2,2,3,1 to 5 year old,0,high,1,mid-rise
sector 90,2.35,2364.0,4,4,3+,5 to 10 year old,1,high,2,mid-rise
sector 56,2.35,2272.0,3,3,2,10+ year old,1,medium,2,mid-rise
sector 110 a,1.99,1407.0,3,3,2,1 to 5 year old,0,high,1,mid-rise
sector 70a,0.705,994.0,2,2,1,1 to 5 year old,1,low,1,mid-rise
sector 83,1.41,1245.0,2,2,2,5 to 10 year old,0,medium,1,mid-rise
heritage city,3.71,1860.0,3,3,3,10+ year old,1,high,1,mid-rise
sector 71,1.8,1485.0,3,3,2,5 to 10 year old,0,medium,2,mid-rise
sector 37c,1.56,1875.0,3,3,3,1 to 5 year old,0,medium,2,high-rise
sector 56,2.4,1870.0,3,3,3+,5 to 10 year old,0,high,2,mid-rise
sector 56,2.5,2991.94,3,3,2,5 to 10 year old,1,medium,1,mid-rise
sector 63a,2.6,1800.0,3,3,2,0 to 1 year old,1,low,1,low-rise
sector 79,2.65,2150.0,3,4,3+,0 to 1 year old,1,high,1,mid-rise
sector 37c,1.79,1820.0,2,2,3,0 to 1 year old,0,medium,1,mid-rise
sector 37c,1.55,1820.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 90,1.9,1930.0,3,3,3+,1 to 5 year old,1,high,1,mid-rise
sector 107,1.85,2361.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 84,1.45,1825.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sohna,1.45,1730.0,3,2,3+,1 to 5 year old,1,high,2,mid-rise
sohna,1.18,1457.0,2,2,3+,1 to 5 year old,0,high,2,mid-rise
sohna,0.6,713.68,3,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 93,1.2,1386.0,2,2,3+,5 to 10 year old,0,medium,1,mid-rise
sector 102,2.6,2742.02,3,3,3,1 to 5 year old,1,medium,1,high-rise
sector 92,1.18,1010.0,2,2,3,under construction,0,high,2,low-rise
sector 92,1.65,2226.0,4,4,3+,1 to 5 year old,1,medium,1,mid-rise
gwal pahari,1.45,1130.0,2,2,2,1 to 5 year old,1,high,1,low-rise
sector 55,2.75,2982.0,3,3,3+,5 to 10 year old,1,medium,2,mid-rise
sector 103,1.8,1790.0,3,3,3+,1 to 5 year old,0,high,2,mid-rise
sector 93,0.65,628.0,2,2,3,0 to 1 year old,0,medium,1,mid-rise
sector 79,1.81,1510.0,3,3,3,1 to 5 year old,0,high,1,high-rise
sector 82,2.8,2425.0,4,4,3+,1 to 5 year old,1,medium,1,mid-rise
sector 70a,0.72,980.0,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 66,2.15,1457.0,2,2,2,5 to 10 year old,1,high,2,mid-rise
sector 109,2.4,2150.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 81,0.43,422.0,1,1,0,1 to 5 year old,0,high,1,mid-rise
sohna,0.68,852.7384,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 92,1.65,1883.0,4,4,3,5 to 10 year old,0,medium,1,mid-rise
sector 47,7.25,3125.0,4,6,3+,1 to 5 year old,1,medium,2,mid-rise
sector 47,3.04,2027.0,3,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 90,1.95,1752.0,3,3,3,5 to 10 year old,0,high,1,high-rise
sector 85,1.7,1640.0,2,2,3,1 to 5 year old,0,high,2,high-rise
sector 102,3.5,3198.0,4,4,3+,1 to 5 year old,1,high,3,high-rise
sector 56,2.1,1710.0,3,2,3,10+ year old,0,medium,2,mid-rise
sector 74,3.5,2100.0,3,3,3+,1 to 5 year old,0,medium,2,high-rise
sector 37d,1.61,1800.0,3,3,3+,1 to 5 year old,0,medium,2,mid-rise
sector 37d,1.3,2005.0,3,3,3,1 to 5 year old,0,high,0,mid-rise
sector 92,1.2,1250.0,3,2,2,0 to 1 year old,0,medium,1,mid-rise
sector 89,1.22,1103.0,2,2,2,0 to 1 year old,0,high,1,low-rise
sector 37d,1.25,2277.68,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 76,0.8420000000000001,901.4728,2,2,2,1 to 5 year old,0,medium,2,mid-rise
sector 81,1.2,1780.0,3,4,3,5 to 10 year old,1,medium,1,mid-rise
sector 48,2.2,1665.0,3,3,3,5 to 10 year old,0,low,1,mid-rise
sector 109,1.15,1302.0,3,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 67,0.78,800.0,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 108,1.15,1505.0,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 93,0.66,857.2113999999999,2,2,3,0 to 1 year old,0,medium,2,mid-rise
sector 102,2.85,1898.0,3,3,3,5 to 10 year old,1,medium,2,mid-rise
sector 90,0.7,626.0,2,2,1,1 to 5 year old,0,low,1,mid-rise
sector 77,1.4,1342.0,2,2,2,1 to 5 year old,0,high,1,mid-rise
sector 102,1.35,915.0,2,2,2,0 to 1 year old,0,high,1,high-rise
sector 48,2.45,1945.0,3,3,3,5 to 10 year old,0,medium,1,mid-rise
sector 22,2.7,1380.0,2,2,3,1 to 5 year old,0,high,2,mid-rise
sector 112,4.0,2441.0,2,2,3,1 to 5 year old,1,high,3,high-rise
sector 52,3.0,2470.0,4,4,3,5 to 10 year old,0,high,2,mid-rise
sector 102,2.5,1852.0,3,3,3,0 to 1 year old,0,medium,2,high-rise
sector 107,1.2,1366.0,2,2,3+,1 to 5 year old,0,high,1,mid-rise
sector 106,2.78,1855.0,3,3,3+,0 to 1 year old,0,medium,2,high-rise
sector 76,0.87,826.60472,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 76,0.865,889.24944,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 90,0.72,690.0,2,1,1,1 to 5 year old,0,low,0,mid-rise
sector 104,1.98,1550.0,2,2,2,1 to 5 year old,0,high,2,high-rise
sector 99a,2.4,1997.0,3,5,3,1 to 5 year old,1,medium,2,mid-rise
sector 67a,0.825,1136.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 43,3.8,2650.0,4,4,3+,1 to 5 year old,0,high,2,mid-rise
sector 90,2.1,1750.0,3,3,3,5 to 10 year old,0,high,1,high-rise
sector 104,2.5,2290.0,3,4,3+,1 to 5 year old,1,high,2,high-rise
sector 66,2.05,1442.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 86,0.7,711.42,2,2,2,1 to 5 year old,0,medium,0,mid-rise
sector 102,1.35,903.0,2,2,1,0 to 1 year old,0,high,2,high-rise
dlf phase 1,2.25,1661.4,2,2,2,5 to 10 year old,1,low,1,mid-rise
sector 79,3.6,2675.0,4,5,3,1 to 5 year old,1,high,2,mid-rise
sector 79,2.65,2150.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
dlf phase 5,13.0,3979.0,4,5,3,10+ year old,1,high,3,mid-rise
sector 76,0.9,826.9086,2,2,1,1 to 5 year old,0,medium,1,mid-rise
sector 76,0.92,882.3738,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 70a,1.9,1420.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 91,1.4,1404.0,2,2,3+,5 to 10 year old,0,medium,2,mid-rise
sector 76,0.91,882.3738,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 76,0.89,889.24944,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 62,6.0,2500.0,3,3,2,1 to 5 year old,1,low,1,high-rise
sector 67a,3.5,2522.0,3,3,2,1 to 5 year old,1,high,3,mid-rise
sector 108,2.99,2779.0,4,5,3+,1 to 5 year old,1,medium,2,mid-rise
sector 65,3.25,1828.0,3,3,3+,0 to 1 year old,0,high,1,high-rise
sector 67,3.15,1935.0,3,4,3+,10+ year old,1,medium,2,mid-rise
sector 109,8.5,4100.0,4,4,3+,1 to 5 year old,1,high,0,low-rise
sector 102,1.85,1988.0,3,3,3,5 to 10 year old,1,medium,1,mid-rise
sector 106,1.35,1385.0,2,2,3+,1 to 5 year old,0,high,1,high-rise
sector 89,1.89,1778.75,3,3,2,under construction,0,medium,1,low-rise
sector 111,0.82,1008.2,2,2,2,1 to 5 year old,0,low,1,mid-rise
sector 91,3.5,3872.34,4,4,3+,5 to 10 year old,1,medium,2,mid-rise
sector 92,0.8,1874.4,2,2,3+,1 to 5 year old,0,low,1,mid-rise
sohna,0.54,623.0,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 89,0.64,825.02,2,2,3,0 to 1 year old,0,medium,1,mid-rise
sector 37d,0.75,598.87,2,2,3+,1 to 5 year old,0,low,1,mid-rise
sector 83,1.6,1450.0,3,2,2,under construction,0,medium,2,high-rise
sector 72,6.1,3300.0,4,4,3,1 to 5 year old,1,high,2,high-rise
sector 79,1.48,1351.0,2,2,3+,1 to 5 year old,0,medium,1,mid-rise
dlf phase 4,3.75,1701.0,4,4,2,5 to 10 year old,0,high,2,mid-rise
sector 106,4.1,2352.080048,4,5,3+,0 to 1 year old,1,medium,2,high-rise
sector-33 sohna,1.65,1383.0,2,2,3+,under construction,0,low,1,high-rise
sector 107,0.62,786.467,2,2,2,1 to 5 year old,0,medium,1,mid-rise
sector 79,0.75,905.96,3,2,3+,0 to 1 year old,0,medium,0,high-rise
sector 84,0.42,497.0,1,1,1,1 to 5 year old,0,medium,1,mid-rise
sector 76,4.4,2556.0,3,4,3,under construction,0,medium,1,high-rise
sector 66,3.75,1872.0,3,3,3,5 to 10 year old,0,medium,1,high-rise
iffco chowk,0.3295,1150.0,2,2,3,0 to 1 year old,0,high,1,mid-rise
sector 79,2.8,2090.0,3,3,3,under construction,1,medium,2,high-rise
sohna,1.62,1527.0,3,3,2,0 to 1 year old,0,medium,1,mid-rise
sector 81,1.1,1250.0,2,2,2,5 to 10 year old,0,medium,1,mid-rise
sector 47,3.0,1650.0,3,3,3+,5 to 10 year old,0,medium,1,low-rise
sector 92,0.75,1261.0,3,2,2,under construction,0,low,1,mid-rise
sector 83,1.7,1400.0,3,2,2,under construction,0,low,1,high-rise
sector 77,2.02,1822.0,3,3,3,1 to 5 year old,0,medium,1,mid-rise
sector 85,1.6,1675.0,3,3,3,1 to 5 year old,1,medium,2,mid-rise
sohna,0.75,865.8734,2,2,3+,1 to 5 year old,0,low,1,mid-rise
sector 47,2.89,2650.0,3,5,3+,10+ year old,1,medium,3,mid-rise
sector 69,2.5,2240.76,3,3,2,5 to 10 year old,0,medium,1,mid-rise
sector 54,19.5,3529.0,4,6,3,1 to 5 year old,1,medium,3,high-rise
sector 63a,2.3,2343.0,3,3,2,under construction,1,medium,2,low-rise
sector 56,3.35,3195.0,4,4,3+,10+ year old,1,medium,2,mid-rise
sector 88a,1.99,1791.0,3,3,3,1 to 5 year old,0,medium,2,mid-rise
sector 93,1.75,1750.0,3,3,2,under construction,1,low,0,low-rise
sector-33 sohna,2.35,2300.4,2,2,3,1 to 5 year old,1,medium,1,low-rise
sector 70,2.55,1917.0,3,4,2,10+ year old,1,medium,2,mid-rise
sector 56,2.6,2343.0,4,3,3+,10+ year old,0,medium,1,mid-rise
sector 79,2.75,1902.0,3,3,3+,under construction,0,medium,2,high-rise
sector 65,2.65,1261.0,2,2,3,0 to 1 year old,0,high,1,high-rise
sector 104,2.65,2290.0,3,3,3+,1 to 5 year old,1,medium,2,high-rise
sector 68,1.59,1723.88,2,2,3,1 to 5 year old,0,medium,1,high-rise
sector 102,2.45,1669.0,3,3,3,1 to 5 year old,0,medium,1,high-rise
sector 83,2.1,1980.0,3,4,2,5 to 10 year old,1,medium,1,mid-rise
sector 83,1.9,1735.0,3,3,2,5 to 10 year old,0,medium,1,mid-rise
sector 84,3.4,3434.0,4,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 37d,1.52,1770.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector 84,1.4,1270.0,2,2,2,5 to 10 year old,0,medium,1,high-rise
dlf phase 5,12.75,3979.0,4,4,3,10+ year old,0,medium,2,mid-rise
sector 37d,0.67,680.0,2,2,3,0 to 1 year old,0,medium,2,mid-rise
sector 99,3.3,2780.0,3,3,3,1 to 5 year old,0,high,2,mid-rise
sector 88b,1.85,1550.0,3,3,3,1 to 5 year old,0,medium,2,low-rise
sector 53,6.25,2895.0,3,4,3+,5 to 10 year old,1,medium,1,mid-rise
sector 92,1.66,2040.0,4,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 36 sohna,0.975,1081.0,3,2,3+,1 to 5 year old,1,high,2,low-rise
sohna,1.45,1465.0,3,2,3+,1 to 5 year old,1,high,2,mid-rise
sector 81,4.9,2825.0,4,5,3,1 to 5 year old,1,high,2,high-rise
nirvana country,2.12,1600.0,2,2,2,5 to 10 year old,0,low,0,low-rise
sector 103,2.85,2875.0,4,6,3+,5 to 10 year old,1,medium,1,mid-rise
sector 65,2.35,1261.0,2,2,3,1 to 5 year old,0,medium,1,high-rise
sector 99,2.04,2150.0,3,4,1,1 to 5 year old,1,medium,2,mid-rise
sector 99a,1.95,1997.0,3,5,3,1 to 5 year old,1,medium,1,mid-rise
sector 85,1.9,1640.0,2,2,3,1 to 5 year old,0,high,1,high-rise
sector 59,9.95,2852.8509999999997,4,6,3,5 to 10 year old,1,high,2,high-rise
sector 102,1.87,1650.0,3,4,3,1 to 5 year old,1,medium,1,mid-rise
sector 81,3.6,2660.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 79,3.45,2675.0,4,5,2,0 to 1 year old,1,medium,2,mid-rise
sector 108,4.2,2072.0,3,3,3,0 to 1 year old,0,high,2,high-rise
sector 65,3.2,1828.0,3,2,3,0 to 1 year old,1,high,0,high-rise
sector 72,5.3,2905.0,4,5,3+,1 to 5 year old,1,medium,3,high-rise
sector 65,12.0,4992.0,4,4,3+,1 to 5 year old,1,high,5,high-rise
sector 65,6.2,3150.0,3,3,3,1 to 5 year old,1,medium,3,high-rise
sector 83,1.99,2520.5,3,3,2,5 to 10 year old,0,medium,2,low-rise
sector 49,3.98,2490.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
sector 65,8.6,3510.0,4,4,3+,1 to 5 year old,1,high,4,high-rise
sector 37d,1.46,1675.0,3,3,3+,0 to 1 year old,0,high,2,mid-rise
sector 109,2.8,2095.0,3,4,3,1 to 5 year old,1,high,2,mid-rise
sector 102,3.15,2579.0,3,4,3,5 to 10 year old,1,medium,2,high-rise
sector 102,2.55,2025.0,3,3,3,1 to 5 year old,0,medium,3,mid-rise
sector 102,2.45,1692.0,3,3,3,1 to 5 year old,0,medium,3,high-rise
sector 63a,4.05,2450.0,3,3,3,0 to 1 year old,0,high,2,low-rise
sector 67,0.74,738.4,2,2,1,1 to 5 year old,0,medium,2,mid-rise
sector 77,1.8,1450.0,3,3,3,1 to 5 year old,1,medium,2,mid-rise
sector 113,1.88,1420.0,2,2,3,1 to 5 year old,0,medium,2,mid-rise
sector 107,1.8,1943.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 107,1.75,1943.0,3,3,3+,1 to 5 year old,0,high,1,mid-rise
sector 60,2.9,1524.0,2,3,2,5 to 10 year old,1,medium,1,high-rise
sector 67a,2.6,1919.0,3,3,2,5 to 10 year old,0,medium,2,mid-rise
sector 108,3.35,1711.0,3,3,3,1 to 5 year old,0,high,2,high-rise
sector 89 a,1.72,1605.0,2,2,3,0 to 1 year old,1,medium,1,mid-rise
sector 111,4.95,2950.0,4,4,3,1 to 5 year old,1,medium,4,mid-rise
sector 99,2.25,2425.0,4,4,3+,0 to 1 year old,1,medium,2,mid-rise
sector 89,1.56,1423.0,3,3,2,0 to 1 year old,1,high,1,low-rise
sector 83,2.0,1775.0,3,3,2,5 to 10 year old,0,medium,2,mid-rise
sector 107,2.0,2361.0,3,4,3+,1 to 5 year old,1,high,1,mid-rise
sector 53,9.66,2950.0,3,4,3+,1 to 5 year old,0,medium,2,high-rise
sector-33 sohna,2.5,1789.0,3,3,3+,1 to 5 year old,0,medium,1,mid-rise
sector-33 sohna,1.76,2210.94,3,2,3,under construction,0,medium,2,mid-rise
sector 67a,2.6,1933.0,3,3,2,0 to 1 year old,1,high,4,mid-rise
sector 59,4.75,2095.0,3,3,2,0 to 1 year old,1,high,2,high-rise
sector 59,5.1,2295.0,3,3,3,0 to 1 year old,1,high,2,high-rise
sector 59,8.3,3300.0,4,4,3+,0 to 1 year old,1,high,2,high-rise
sector 61,2.85,1795.0,3,4,3,5 to 10 year old,1,high,2,high-rise
sector 107,2.15,2361.0,3,4,3+,1 to 5 year old,1,medium,2,mid-rise
sector 109,2.0,1750.0,3,3,3+,1 to 5 year old,0,medium,1,high-rise
sector 109,2.4,2150.0,3,4,3+,1 to 5 year old,1,medium,1,high-rise
sector 81,1.5,1360.0,2,2,3,1 to 5 year old,0,medium,1,mid-rise
sector 63a,3.25,3093.75,3,3,2,0 to 1 year old,0,medium,2,low-rise
